"","LTeamID","WTeamID","Season","DayNum","WScore","LScore","WLoc","NumOT","Winner","Loser"
"11009",1127,1131,2010,73,63,55,"A",0,"Boston Univ","Binghamton"
"11013",1127,1436,2010,118,78,69,"H",0,"Vermont","Binghamton"
"11014",1127,1338,2010,15,71,46,"H",0,"Pittsburgh","Binghamton"
"11033",1127,1267,2010,35,69,55,"A",0,"Marshall","Binghamton"
"11039",1127,1351,2010,26,58,50,"H",0,"Rider","Binghamton"
"11045",1127,1182,2010,21,70,52,"N",0,"Duquesne","Binghamton"
"11128",1129,1429,2010,129,84,60,"N",0,"Utah St","Boise St"
"11142",1129,1308,2010,68,88,85,"A",0,"New Mexico St","Boise St"
"11144",1129,1429,2010,101,72,67,"A",0,"Utah St","Boise St"
"11197",1129,1218,2010,63,76,68,"H",0,"Hawaii","Boise St"
"11230",1129,1305,2010,79,88,82,"A",0,"Nevada","Boise St"
"11251",1129,1360,2010,40,59,56,"A",0,"San Diego","Boise St"
"11256",1129,1308,2010,117,95,92,"H",0,"New Mexico St","Boise St"
"11266",1129,1201,2010,61,71,68,"H",0,"Fresno St","Boise St"
"11269",1129,1256,2010,70,79,64,"A",0,"Louisiana Tech","Boise St"
"11271",1129,1429,2010,75,81,59,"H",0,"Utah St","Boise St"
"11295",1129,1461,2010,19,87,61,"H",0,"Wyoming","Boise St"
"11310",1129,1413,2010,110,82,74,"A",0,"UC Davis","Boise St"
"11343",1129,1363,2010,73,76,74,"H",0,"San Jose St","Boise St"
"11347",1129,1225,2010,96,79,55,"A",0,"Idaho","Boise St"
"11348",1129,1228,2010,33,84,77,"H",0,"Illinois","Boise St"
"11383",1129,1285,2010,12,95,82,"H",0,"Montana","Boise St"
"11420",1129,1305,2010,103,88,80,"H",1,"Nevada","Boise St"
"11621",1130,1439,2010,82,63,62,"H",0,"Virginia Tech","Boston College"
"11659",1130,1210,2010,117,73,68,"H",0,"Georgia Tech","Boston College"
"11729",1130,1301,2010,125,66,54,"H",0,"NC State","Boston College"
"11756",1130,1199,2010,89,61,57,"A",0,"Florida St","Boston College"
"11778",1130,1181,2010,72,79,59,"H",0,"Duke","Boston College"
"11787",1130,1386,2010,18,84,80,"N",0,"St Joseph's PA","Boston College"
"11815",1130,1320,2010,21,81,69,"N",0,"Northern Iowa","Boston College"
"11822",1130,1181,2010,96,66,63,"A",0,"Duke","Boston College"
"11840",1130,1199,2010,104,62,47,"H",0,"Florida St","Boston College"
"11859",1130,1448,2010,99,92,85,"H",0,"Wake Forest","Boston College"
"11889",1130,1263,2010,61,52,51,"A",0,"Maine","Boston College"
"11921",1130,1155,2010,68,72,56,"H",0,"Clemson","Boston College"
"11941",1130,1217,2010,37,74,67,"A",0,"Harvard","Boston College"
"11966",1130,1268,2010,75,73,57,"A",0,"Maryland","Boston College"
"11975",1130,1348,2010,41,80,69,"A",0,"Rhode Island","Boston College"
"12014",1130,1438,2010,129,68,62,"N",0,"Virginia","Boston College"
"12032",1131,1163,2010,30,92,64,"H",0,"Connecticut","Boston Univ"
"12105",1131,1436,2010,99,76,75,"A",0,"Vermont","Boston Univ"
"12143",1131,1436,2010,131,83,70,"H",0,"Vermont","Boston Univ"
"12192",1131,1436,2010,76,78,58,"H",0,"Vermont","Boston Univ"
"12209",1131,1233,2010,11,82,73,"H",0,"Iona","Boston Univ"
"12213",1131,1173,2010,57,74,60,"H",0,"Dayton","Boston Univ"
"12249",1131,1263,2010,86,56,54,"H",0,"Maine","Boston Univ"
"12284",1131,1243,2010,17,80,70,"N",0,"Kansas St","Boston Univ"
"12310",1131,1392,2010,61,84,75,"A",0,"Stony Brook","Boston Univ"
"12318",1131,1210,2010,20,85,67,"N",0,"Georgia Tech","Boston Univ"
"12336",1131,1203,2010,15,69,59,"A",0,"G Washington","Boston Univ"
"12463",1131,1217,2010,27,78,70,"A",0,"Harvard","Boston Univ"
"12476",1131,1392,2010,89,71,55,"H",0,"Stony Brook","Boston Univ"
"12547",1132,1234,2010,18,68,46,"H",0,"Iowa","Bowling Green"
"12565",1132,1444,2010,96,65,64,"H",0,"W Michigan","Bowling Green"
"12583",1132,1396,2010,56,63,39,"H",0,"Temple","Bowling Green"
"12605",1132,1245,2010,114,75,69,"A",0,"Kent","Bowling Green"
"12618",1132,1454,2010,26,90,83,"A",1,"WI Milwaukee","Bowling Green"
"12655",1132,1138,2010,107,64,51,"H",0,"Buffalo","Bowling Green"
"12670",1132,1275,2010,82,64,52,"H",0,"Miami OH","Bowling Green"
"12682",1132,1325,2010,122,82,60,"H",0,"Ohio","Bowling Green"
"12722",1132,1103,2010,68,71,45,"H",0,"Akron","Bowling Green"
"12747",1132,1138,2010,73,68,65,"A",0,"Buffalo","Bowling Green"
"12755",1132,1103,2010,117,74,68,"A",0,"Akron","Bowling Green"
"12803",1132,1123,2010,94,64,59,"H",0,"Ball St","Bowling Green"
"12843",1132,1141,2010,89,64,52,"A",0,"C Michigan","Bowling Green"
"12890",1132,1178,2010,47,73,69,"H",0,"Detroit","Bowling Green"
"12970",1132,1444,2010,125,75,73,"H",0,"W Michigan","Bowling Green"
"12990",1132,1462,2010,15,101,57,"H",0,"Xavier","Bowling Green"
"13017",1133,1260,2010,44,68,65,"A",0,"Loyola-Chicago","Bradley"
"13036",1133,1329,2010,25,68,57,"N",0,"Oklahoma St","Bradley"
"13138",1133,1441,2010,35,75,67,"A",0,"W Carolina","Bradley"
"13145",1133,1140,2010,11,70,60,"H",0,"BYU","Bradley"
"13202",1133,1232,2010,106,75,69,"H",1,"Indiana St","Bradley"
"13242",1133,1455,2010,62,81,69,"H",0,"Wichita St","Bradley"
"13243",1133,1356,2010,60,86,81,"A",0,"S Illinois","Bradley"
"13260",1133,1166,2010,86,73,68,"A",0,"Creighton","Bradley"
"13275",1133,1235,2010,48,87,68,"H",0,"Iowa St","Bradley"
"13320",1133,1166,2010,117,82,71,"H",0,"Creighton","Bradley"
"13324",1133,1229,2010,99,62,61,"A",0,"Illinois St","Bradley"
"13330",1133,1320,2010,71,52,50,"H",0,"Northern Iowa","Bradley"
"13368",1133,1320,2010,124,57,40,"N",0,"Northern Iowa","Bradley"
"13459",1133,1283,2010,68,88,69,"H",0,"Missouri St","Bradley"
"13475",1133,1229,2010,89,66,47,"H",0,"Illinois St","Bradley"
"13735",1135,1217,2010,116,91,71,"H",0,"Harvard","Brown"
"13776",1135,1217,2010,103,81,67,"A",0,"Harvard","Brown"
"13792",1135,1343,2010,88,63,46,"A",0,"Princeton","Brown"
"13854",1135,1348,2010,16,78,57,"A",0,"Rhode Island","Brown"
"13861",1135,1463,2010,81,71,63,"A",0,"Yale","Brown"
"13865",1135,1278,2010,33,91,55,"H",0,"Minnesota","Brown"
"13934",1135,1119,2010,65,59,51,"H",0,"Army","Brown"
"13971",1135,1162,2010,95,65,54,"H",0,"Columbia","Brown"
"13985",1135,1162,2010,124,65,56,"A",0,"Columbia","Brown"
"14059",1135,1165,2010,123,95,76,"A",0,"Cornell","Brown"
"14060",1135,1165,2010,96,74,60,"H",0,"Cornell","Brown"
"14064",1135,1373,2010,26,99,79,"N",0,"Siena","Brown"
"14079",1135,1221,2010,30,85,79,"A",1,"Holy Cross","Brown"
"14104",1135,1335,2010,89,55,54,"A",0,"Penn","Brown"
"14133",1135,1344,2010,35,78,62,"H",0,"Providence","Brown"
"14136",1135,1110,2010,61,76,68,"A",0,"American Univ","Brown"
"14152",1135,1439,2010,13,69,55,"H",0,"Virginia Tech","Brown"
"14191",1135,1385,2010,18,79,76,"H",0,"St John's","Brown"
"14193",1135,1357,2010,58,83,78,"H",0,"Sacred Heart","Brown"
"14194",1135,1346,2010,70,88,75,"H",0,"Quinnipiac","Brown"
"14251",1136,1162,2010,40,69,57,"A",0,"Columbia","Bryant"
"14265",1136,1346,2010,75,80,66,"A",0,"Quinnipiac","Bryant"
"14275",1136,1148,2010,94,60,34,"A",0,"Central Conn","Bryant"
"14279",1136,1217,2010,18,77,51,"H",0,"Harvard","Bryant"
"14280",1136,1291,2010,110,74,45,"H",0,"Mt St Mary's","Bryant"
"14300",1136,1384,2010,101,60,34,"A",0,"St Francis PA","Bryant"
"14330",1136,1383,2010,33,54,48,"H",0,"St Francis NY","Bryant"
"14331",1136,1254,2010,31,62,46,"H",0,"LIU Brooklyn","Bryant"
"14334",1136,1165,2010,61,75,49,"H",0,"Cornell","Bryant"
"14348",1136,1344,2010,11,96,53,"H",0,"Providence","Bryant"
"14353",1136,1119,2010,28,64,58,"H",0,"Army","Bryant"
"14357",1136,1352,2010,103,52,42,"A",0,"Robert Morris","Bryant"
"14358",1136,1135,2010,23,70,68,"A",0,"Brown","Bryant"
"14359",1136,1130,2010,48,72,46,"H",0,"Boston College","Bryant"
"14362",1136,1385,2010,51,80,44,"H",0,"St John's","Bryant"
"14371",1136,1231,2010,56,90,42,"H",0,"Indiana","Bryant"
"14373",1136,1284,2010,68,67,62,"H",0,"Monmouth NJ","Bryant"
"14384",1136,1346,2010,80,84,59,"H",0,"Quinnipiac","Bryant"
"14387",1136,1463,2010,37,69,54,"H",0,"Yale","Bryant"
"14410",1136,1254,2010,117,71,54,"A",0,"LIU Brooklyn","Bryant"
"14419",1136,1284,2010,89,50,46,"A",0,"Monmouth NJ","Bryant"
"14422",1136,1273,2010,12,80,56,"N",0,"Mercer","Bryant"
"14440",1136,1137,2010,13,59,56,"N",0,"Bucknell","Bryant"
"14441",1136,1357,2010,82,84,60,"H",0,"Sacred Heart","Bryant"
"14443",1136,1148,2010,96,61,48,"H",0,"Central Conn","Bryant"
"14446",1136,1357,2010,73,72,60,"A",0,"Sacred Heart","Bryant"
"14457",1136,1383,2010,115,69,60,"A",1,"St Francis NY","Bryant"
"14460",1136,1192,2010,87,67,55,"A",0,"F Dickinson","Bryant"
"14461",1136,1192,2010,66,66,50,"H",0,"F Dickinson","Bryant"
"14476",1137,1247,2010,47,83,70,"H",0,"La Salle","Bucknell"
"14488",1137,1127,2010,32,64,60,"H",0,"Binghamton","Bucknell"
"14493",1137,1259,2010,56,55,49,"A",0,"Loyola MD","Bucknell"
"14554",1137,1162,2010,22,73,59,"H",0,"Columbia","Bucknell"
"14559",1137,1248,2010,79,61,57,"H",0,"Lafayette","Bucknell"
"14583",1137,1344,2010,12,76,65,"H",0,"Providence","Bucknell"
"14586",1137,1221,2010,121,67,64,"A",0,"Holy Cross","Bucknell"
"14617",1137,1323,2010,50,101,69,"H",0,"Notre Dame","Bucknell"
"14625",1137,1221,2010,75,82,69,"H",0,"Holy Cross","Bucknell"
"14630",1137,1350,2010,61,59,50,"A",0,"Richmond","Bucknell"
"14675",1137,1131,2010,34,63,53,"H",0,"Boston Univ","Bucknell"
"14677",1137,1273,2010,11,89,80,"N",0,"Mercer","Bucknell"
"14742",1137,1165,2010,30,104,98,"A",1,"Cornell","Bucknell"
"14745",1137,1171,2010,63,49,43,"H",0,"Dartmouth","Bucknell"
"14771",1137,1298,2010,68,69,67,"A",0,"Navy","Bucknell"
"14833",1137,1250,2010,114,81,59,"H",0,"Lehigh","Bucknell"
"14885",1137,1298,2010,96,81,79,"H",0,"Navy","Bucknell"
"14920",1138,1141,2010,94,88,82,"H",0,"C Michigan","Buffalo"
"15028",1138,1123,2010,87,75,69,"A",0,"Ball St","Buffalo"
"15030",1138,1436,2010,13,58,57,"A",0,"Vermont","Buffalo"
"15109",1138,1275,2010,122,73,62,"H",0,"Miami OH","Buffalo"
"15169",1138,1444,2010,91,85,70,"A",0,"W Michigan","Buffalo"
"15177",1138,1145,2010,22,73,71,"A",0,"Canisius","Buffalo"
"15214",1138,1239,2010,57,83,73,"N",0,"Jacksonville","Buffalo"
"15224",1138,1275,2010,129,73,59,"N",0,"Miami OH","Buffalo"
"15235",1138,1245,2010,79,89,54,"H",0,"Kent","Buffalo"
"15266",1138,1325,2010,82,99,77,"H",0,"Ohio","Buffalo"
"15268",1138,1103,2010,114,77,67,"H",0,"Akron","Buffalo"
"15297",1138,1345,2010,33,101,65,"H",0,"Purdue","Buffalo"
"15346",1139,1207,2010,36,72,65,"N",0,"Georgetown","Butler"
"15410",1139,1155,2010,27,70,69,"N",0,"Clemson","Butler"
"15599",1139,1278,2010,24,82,73,"N",0,"Minnesota","Butler"
"15619",1139,1412,2010,50,67,57,"H",0,"UAB","Butler"
"15704",1140,1307,2010,86,76,72,"H",0,"New Mexico","BYU"
"15747",1140,1307,2010,117,83,81,"A",0,"New Mexico","BYU"
"15826",1140,1424,2010,130,70,66,"H",0,"UNLV","BYU"
"15872",1140,1429,2010,30,71,61,"H",0,"Utah St","BYU"
"15920",1140,1424,2010,96,88,74,"H",0,"UNLV","BYU"
"16120",1141,1355,2010,47,80,72,"H",0,"S Dakota St","C Michigan"
"16130",1141,1343,2010,12,71,68,"A",0,"Princeton","C Michigan"
"16132",1141,1103,2010,99,56,52,"A",0,"Akron","C Michigan"
"16185",1141,1296,2010,114,67,65,"H",0,"N Illinois","C Michigan"
"16200",1141,1325,2010,101,89,76,"H",0,"Ohio","C Michigan"
"16262",1141,1345,2010,26,64,38,"H",0,"Purdue","C Michigan"
"16293",1141,1444,2010,75,70,61,"H",0,"W Michigan","C Michigan"
"16294",1141,1192,2010,19,62,53,"H",0,"F Dickinson","C Michigan"
"16322",1141,1444,2010,129,69,60,"N",0,"W Michigan","C Michigan"
"16332",1141,1123,2010,107,69,63,"H",0,"Ball St","C Michigan"
"16363",1141,1460,2010,22,69,53,"H",0,"Wright St","C Michigan"
"16408",1141,1178,2010,50,76,58,"H",0,"Detroit","C Michigan"
"16414",1141,1275,2010,87,64,51,"H",0,"Miami OH","C Michigan"
"16616",1141,1229,2010,33,75,62,"H",0,"Illinois St","C Michigan"
"16649",1141,1245,2010,96,68,63,"A",0,"Kent","C Michigan"
"16679",1142,1168,2010,73,68,54,"H",0,"CS Fullerton","Cal Poly"
"16681",1142,1388,2010,21,92,67,"H",0,"St Mary's CA","Cal Poly"
"16683",1142,1334,2010,67,73,63,"A",0,"Pacific","Cal Poly"
"16709",1142,1390,2010,13,70,53,"H",0,"Stanford","Cal Poly"
"16732",1142,1364,2010,87,80,57,"H",0,"UC Santa Barbara","Cal Poly"
"16737",1142,1362,2010,11,73,62,"H",0,"San Francisco","Cal Poly"
"16757",1142,1169,2010,107,73,68,"H",0,"CS Northridge","Cal Poly"
"16773",1142,1414,2010,124,91,84,"A",1,"UC Irvine","Cal Poly"
"16805",1142,1334,2010,96,67,61,"H",0,"Pacific","Cal Poly"
"16828",1142,1458,2010,44,90,42,"H",0,"Wisconsin","Cal Poly"
"16842",1142,1167,2010,59,70,63,"H",0,"CS Bakersfield","Cal Poly"
"16846",1142,1114,2010,26,71,62,"H",0,"Ark Little Rock","Cal Poly"
"16871",1142,1168,2010,114,70,68,"A",0,"CS Fullerton","Cal Poly"
"16912",1142,1253,2010,101,78,72,"A",0,"Long Beach St","Cal Poly"
"16924",1142,1286,2010,49,76,72,"A",0,"Montana St","Cal Poly"
"16982",1142,1167,2010,89,57,53,"A",0,"CS Bakersfield","Cal Poly"
"16994",1142,1253,2010,129,79,69,"N",0,"Long Beach St","Cal Poly"
"16996",1142,1340,2010,19,92,83,"H",0,"Portland St","Cal Poly"
"17008",1142,1413,2010,94,83,63,"H",0,"UC Davis","Cal Poly"
"17097",1143,1242,2010,50,84,69,"H",0,"Kansas","California"
"17158",1143,1449,2010,75,84,69,"H",0,"Washington","California"
"17222",1143,1333,2010,108,80,64,"H",0,"Oregon St","California"
"17262",1143,1449,2010,131,79,75,"N",0,"Washington","California"
"17373",1143,1326,2010,18,76,70,"N",0,"Ohio St","California"
"17414",1143,1393,2010,17,95,73,"N",0,"Syracuse","California"
"17416",1143,1112,2010,90,76,72,"H",0,"Arizona","California"
"17435",1143,1425,2010,94,66,63,"H",0,"USC","California"
"17450",1143,1417,2010,65,76,75,"A",1,"UCLA","California"
"17495",1143,1307,2010,30,86,78,"H",0,"New Mexico","California"
"17619",1144,1441,2010,38,66,59,"H",0,"W Carolina","Campbell"
"17729",1144,1439,2010,21,71,60,"A",0,"Virginia Tech","Campbell"
"17763",1144,1190,2010,86,72,57,"H",0,"ETSU","Campbell"
"17789",1144,1125,2010,89,75,50,"A",0,"Belmont","Campbell"
"17792",1144,1423,2010,42,79,59,"H",0,"UNC Wilmington","Campbell"
"17847",1144,1273,2010,66,82,73,"H",0,"Mercer","Campbell"
"17861",1144,1190,2010,122,72,64,"N",0,"ETSU","Campbell"
"17931",1144,1239,2010,115,65,52,"H",0,"Jacksonville","Campbell"
"17952",1144,1125,2010,80,66,55,"H",0,"Belmont","Campbell"
"18088",1144,1252,2010,91,60,59,"A",0,"Lipscomb","Campbell"
"18113",1144,1255,2010,50,88,80,"H",0,"Longwood","Campbell"
"18130",1145,1373,2010,104,74,57,"A",0,"Siena","Canisius"
"18161",1145,1185,2010,28,75,58,"H",0,"E Michigan","Canisius"
"18167",1145,1351,2010,118,86,70,"H",0,"Rider","Canisius"
"18194",1145,1193,2010,61,58,52,"A",0,"Fairfield","Canisius"
"18209",1145,1310,2010,95,66,54,"H",0,"Niagara","Canisius"
"18237",1145,1182,2010,44,86,77,"H",2,"Duquesne","Canisius"
"18295",1145,1373,2010,70,82,70,"H",0,"Siena","Canisius"
"18342",1145,1382,2010,58,82,75,"H",0,"St Bonaventure","Canisius"
"18484",1145,1389,2010,83,68,55,"A",0,"St Peter's","Canisius"
"18485",1145,1132,2010,40,58,54,"A",0,"Bowling Green","Canisius"
"18531",1145,1389,2010,97,73,72,"H",1,"St Peter's","Canisius"
"18548",1145,1316,2010,49,65,61,"N",0,"North Florida","Canisius"
"18550",1145,1193,2010,77,76,74,"H",0,"Fairfield","Canisius"
"18584",1145,1193,2010,124,67,57,"N",0,"Fairfield","Canisius"
"18596",1145,1233,2010,91,72,53,"H",0,"Iona","Canisius"
"18654",1145,1264,2010,34,71,57,"A",0,"Manhattan","Canisius"
"18658",1145,1260,2010,15,89,69,"H",0,"Loyola-Chicago","Canisius"
"18698",1146,1426,2010,110,71,47,"A",0,"UT Arlington","Cent Arkansas"
"18703",1146,1372,2010,121,54,49,"A",0,"SF Austin","Cent Arkansas"
"18733",1146,1358,2010,96,75,70,"H",0,"Sam Houston St","Cent Arkansas"
"18736",1146,1394,2010,68,64,59,"A",0,"TAM C. Christi","Cent Arkansas"
"18744",1146,1242,2010,17,94,44,"H",0,"Kansas","Cent Arkansas"
"18745",1146,1442,2010,50,55,44,"H",0,"W Illinois","Cent Arkansas"
"18758",1146,1311,2010,114,68,51,"H",0,"Nicholls St","Cent Arkansas"
"18785",1146,1442,2010,19,56,46,"A",0,"W Illinois","Cent Arkansas"
"18795",1146,1249,2010,93,73,65,"H",0,"Lamar","Cent Arkansas"
"18819",1146,1322,2010,89,74,68,"A",0,"Northwestern LA","Cent Arkansas"
"18821",1146,1399,2010,14,71,67,"A",0,"Tennessee Tech","Cent Arkansas"
"18823",1146,1282,2010,47,78,67,"H",0,"Missouri KC","Cent Arkansas"
"18828",1146,1322,2010,103,82,76,"H",0,"Northwestern LA","Cent Arkansas"
"18855",1146,1324,2010,26,83,75,"H",0,"Oakland","Cent Arkansas"
"18856",1146,1402,2010,75,76,74,"H",0,"Texas St","Cent Arkansas"
"18861",1146,1368,2010,86,60,53,"H",0,"SE Louisiana","Cent Arkansas"
"18886",1146,1368,2010,117,65,60,"A",1,"SE Louisiana","Cent Arkansas"
"18900",1146,1270,2010,82,68,53,"A",0,"McNeese St","Cent Arkansas"
"18905",1146,1272,2010,22,81,49,"H",0,"Memphis","Cent Arkansas"
"18914",1146,1372,2010,72,64,49,"H",0,"SF Austin","Cent Arkansas"
"19016",1147,1331,2010,106,76,56,"H",0,"Oral Roberts","Centenary"
"19034",1147,1355,2010,87,81,75,"A",0,"S Dakota St","Centenary"
"19051",1147,1279,2010,47,108,64,"H",0,"Mississippi","Centenary"
"19059",1147,1328,2010,37,86,62,"H",0,"Oklahoma","Centenary"
"19077",1147,1381,2010,117,70,67,"H",0,"Southern Utah","Centenary"
"19082",1147,1442,2010,103,64,55,"A",0,"W Illinois","Centenary"
"19129",1147,1282,2010,115,83,69,"H",0,"Missouri KC","Centenary"
"19148",1147,1266,2010,11,85,62,"H",0,"Marquette","Centenary"
"19149",1147,1237,2010,101,88,77,"A",0,"IUPUI","Centenary"
"19188",1147,1355,2010,61,89,59,"H",0,"S Dakota St","Centenary"
"19198",1147,1324,2010,94,75,64,"H",0,"Oakland","Centenary"
"19199",1147,1331,2010,82,87,56,"A",0,"Oral Roberts","Centenary"
"19208",1147,1442,2010,73,70,51,"H",0,"W Illinois","Centenary"
"19211",1147,1324,2010,68,88,50,"A",0,"Oakland","Centenary"
"19214",1147,1282,2010,33,84,83,"A",0,"Missouri KC","Centenary"
"19218",1147,1295,2010,89,73,62,"A",0,"N Dakota St","Centenary"
"19225",1147,1237,2010,75,74,58,"H",0,"IUPUI","Centenary"
"19237",1147,1322,2010,28,83,80,"A",0,"Northwestern LA","Centenary"
"19322",1147,1256,2010,40,102,96,"A",2,"Louisiana Tech","Centenary"
"19343",1147,1295,2010,59,82,70,"H",0,"N Dakota St","Centenary"
"19401",1147,1280,2010,50,88,51,"N",0,"Mississippi St","Centenary"
"19447",1148,1366,2010,14,53,45,"H",0,"Savannah St","Central Conn"
"19456",1148,1221,2010,61,70,53,"N",0,"Holy Cross","Central Conn"
"19462",1148,1346,2010,83,75,62,"H",0,"Quinnipiac","Central Conn"
"19477",1148,1384,2010,103,59,57,"A",0,"St Francis PA","Central Conn"
"19521",1148,1357,2010,80,71,53,"H",0,"Sacred Heart","Central Conn"
"19565",1148,1284,2010,66,55,42,"H",0,"Monmouth NJ","Central Conn"
"19575",1148,1346,2010,73,76,45,"A",0,"Quinnipiac","Central Conn"
"19654",1148,1154,2010,27,67,53,"H",0,"Citadel","Central Conn"
"19684",1148,1192,2010,68,83,74,"H",0,"F Dickinson","Central Conn"
"19703",1148,1193,2010,11,67,58,"H",0,"Fairfield","Central Conn"
"19712",1148,1321,2010,50,74,54,"H",0,"Northwestern","Central Conn"
"19739",1148,1352,2010,101,69,60,"A",0,"Robert Morris","Central Conn"
"19749",1148,1306,2010,37,67,55,"H",0,"New Hampshire","Central Conn"
"19763",1148,1366,2010,70,73,63,"A",0,"Savannah St","Central Conn"
"19766",1148,1254,2010,33,69,65,"H",0,"LIU Brooklyn","Central Conn"
"19879",1148,1159,2010,63,64,45,"H",0,"Colgate","Central Conn"
"19918",1148,1352,2010,122,71,63,"H",0,"Robert Morris","Central Conn"
"19958",1148,1291,2010,108,85,58,"H",0,"Mt St Mary's","Central Conn"
"20011",1149,1158,2010,44,87,74,"H",0,"Col Charleston","Charleston So"
"20054",1149,1251,2010,117,74,61,"A",0,"Liberty","Charleston So"
"20075",1149,1205,2010,96,82,73,"A",0,"Gardner Webb","Charleston So"
"20150",1149,1120,2010,57,77,62,"H",0,"Auburn","Charleston So"
"20159",1149,1157,2010,110,47,37,"H",0,"Coastal Car","Charleston So"
"20193",1149,1342,2010,89,58,51,"H",0,"Presbyterian","Charleston So"
"20212",1149,1347,2010,120,64,61,"H",1,"Radford","Charleston So"
"20232",1149,1102,2010,26,68,58,"H",0,"Air Force","Charleston So"
"20233",1149,1219,2010,103,73,68,"H",0,"High Point","Charleston So"
"20279",1149,1440,2010,33,103,91,"H",0,"VMI","Charleston So"
"20336",1149,1251,2010,31,69,53,"H",0,"Liberty","Charleston So"
"20427",1149,1347,2010,101,61,58,"H",1,"Radford","Charleston So"
"20448",1149,1268,2010,11,89,51,"H",0,"Maryland","Charleston So"
"20459",1149,1457,2010,87,55,53,"H",0,"Winthrop","Charleston So"
"20484",1149,1157,2010,82,64,56,"A",0,"Coastal Car","Charleston So"
"20496",1149,1205,2010,66,64,61,"H",0,"Gardner Webb","Charleston So"
"20512",1149,1439,2010,47,73,50,"H",0,"Virginia Tech","Charleston So"
"20564",1150,1462,2010,110,81,67,"A",0,"Xavier","Charlotte"
"20583",1150,1203,2010,117,75,70,"H",0,"G Washington","Charlotte"
"20655",1150,1330,2010,51,81,48,"H",0,"Old Dominion","Charlotte"
"20756",1150,1210,2010,61,76,67,"A",0,"Georgia Tech","Charlotte"
"20760",1150,1348,2010,121,80,58,"H",0,"Rhode Island","Charlotte"
"20781",1150,1173,2010,100,75,47,"H",0,"Dayton","Charlotte"
"20835",1150,1181,2010,15,101,59,"H",0,"Duke","Charlotte"
"20863",1150,1462,2010,72,86,74,"H",0,"Xavier","Charlotte"
"20881",1150,1350,2010,124,89,84,"A",1,"Richmond","Charlotte"
"20932",1150,1182,2010,107,83,77,"A",0,"Duquesne","Charlotte"
"20948",1150,1269,2010,127,59,56,"A",0,"Massachusetts","Charlotte"
"20972",1150,1397,2010,65,88,71,"H",0,"Tennessee","Charlotte"
"21021",1151,1111,2010,115,80,74,"H",0,"Appalachian St","Chattanooga"
"21059",1151,1158,2010,124,96,69,"N",0,"Col Charleston","Chattanooga"
"21112",1151,1158,2010,75,90,66,"A",0,"Col Charleston","Chattanooga"
"21116",1151,1359,2010,100,78,54,"A",0,"Samford","Chattanooga"
"21160",1151,1202,2010,103,87,78,"A",0,"Furman","Chattanooga"
"21196",1151,1154,2010,96,68,60,"H",0,"Citadel","Chattanooga"
"21214",1151,1359,2010,110,60,54,"H",0,"Samford","Chattanooga"
"21224",1151,1441,2010,117,78,70,"H",0,"W Carolina","Chattanooga"
"21249",1151,1410,2010,25,61,50,"N",0,"UTRGV","Chattanooga"
"21309",1151,1281,2010,22,99,56,"H",0,"Missouri","Chattanooga"
"21324",1151,1189,2010,82,83,80,"H",0,"Elon","Chattanooga"
"21330",1151,1422,2010,80,62,49,"H",0,"UNC Greensboro","Chattanooga"
"21337",1151,1459,2010,84,78,63,"H",0,"Wofford","Chattanooga"
"21365",1151,1350,2010,20,75,49,"H",0,"Richmond","Chattanooga"
"21391",1151,1158,2010,94,86,74,"H",0,"Col Charleston","Chattanooga"
"21413",1151,1210,2010,42,95,64,"A",0,"Georgia Tech","Chattanooga"
"21423",1151,1293,2010,47,73,62,"H",0,"Murray St","Chattanooga"
"21436",1151,1189,2010,33,82,63,"A",0,"Elon","Chattanooga"
"21447",1152,1223,2010,73,66,56,"H",0,"Houston Bap","Chicago St"
"21464",1152,1184,2010,78,74,50,"H",0,"E Kentucky","Chicago St"
"21477",1152,1185,2010,62,59,47,"H",0,"E Michigan","Chicago St"
"21491",1152,1235,2010,13,72,50,"H",0,"Iowa St","Chicago St"
"21520",1152,1296,2010,65,99,93,"A",0,"N Illinois","Chicago St"
"21529",1152,1377,2010,117,77,73,"A",0,"South Dakota","Chicago St"
"21547",1152,1321,2010,121,72,49,"H",0,"Northwestern","Chicago St"
"21592",1152,1377,2010,101,79,74,"H",0,"South Dakota","Chicago St"
"21601",1152,1223,2010,128,80,77,"N",0,"Houston Bap","Chicago St"
"21629",1152,1409,2010,47,86,49,"H",0,"Tulsa","Chicago St"
